"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201906070700","서대문구","0.006","0.065","0.6","0.003","5","5"
"201906070800","서대문구","0.005","0.064","0.6","0.003","7","9"
"201906070900","서대문구","0.012","0.058","0.6","0.003","6","7"
"201906071000","서대문구","0.013","0.056","0.6","0.003","5","5"
"201906071100","서대문구","0.01","0.059","0.6","0.003","7","6"
"201906071200","서대문구","0.009","0.059","0.6","0.003","","7"
"201906071300","서대문구","0.007","0.06","0.6","0.003","","10"
"201906071400","서대문구","0.005","0.064","0.6","0.003","7","8"
"201906071500","서대문구","0.006","0.062","0.6","0.003","6","4"
"201906071600","서대문구","0.007","0.059","0.6","0.003","7","2"
"201906071700","서대문구","0.007","0.059","0.6","0.003","8","3"
"201906071800","서대문구","0.01","0.058","0.6","0.003","11","5"
"201906071900","서대문구","0.01","0.058","0.6","0.003","6","5"
"201906072000","서대문구","0.019","0.051","0.6","0.003","","9"
"201906072100","서대문구","0.026","0.032","0.7","0.003","11","7"
"201906072200","서대문구","0.033","0.022","0.7","0.003","16","8"
"201906072300","서대문구","0.01","0.05","0.6","0.003","16","6"
"201906080000","서대문구","0.005","0.052","0.6","0.003","3","5"
"201906080100","서대문구","0.014","0.033","0.7","0.003","12","8"
"201906080200","서대문구","0.016","0.028","0.7","0.003","13","10"
"201906080300","서대문구","0.015","0.029","0.7","0.003","16","11"
"201906080400","서대문구","0.003","0.049","0.6","0.003","18","9"
"201906080500","서대문구","0.002","0.057","0.6","0.003","14","10"
"201906080600","서대문구","0.005","0.05","0.6","0.003","11","13"
"201906080700","서대문구","0.028","0.023","0.6","0.003","19","14"
"201906080800","서대문구","0.008","0.044","0.6","0.003","16","12"
"201906080900","서대문구","0.012","0.041","0.6","0.003","22","13"
"201906081000","서대문구","0.015","0.042","0.6","0.003","27","12"
"201906081100","서대문구","0.013","0.048","0.6","0.003","23","11"
"201906081200","서대문구","0.012","0.055","0.6","0.003","24","15"
"201906081300","서대문구","0.015","0.058","0.6","0.003","20","10"
"201906081400","서대문구","0.02","0.057","0.6","0.003","28","15"
"201906081500","서대문구","0.027","0.062","0.7","0.004","41","21"
"201906081600","서대문구","0.025","0.055","0.7","0.004","61",""
"201906081700","서대문구","0.025","0.081","0.7","0.005","58",""
"201906081800","서대문구","0.023","0.072","0.7","0.007","44","29"
"201906081900","서대문구","0.017","0.063","0.8","0.007","23","12"
"201906082000","서대문구","0.021","0.059","0.8","0.005","30","17"
"201906082100","서대문구","0.02","0.05","0.8","0.005","24","21"
"201906082200","서대문구","0.026","0.036","0.8","0.004","30","23"
"201906082300","서대문구","0.03","0.027","0.9","0.004","","28"
"201906090000","서대문구","0.03","0.023","0.9","0.004","38","25"
"201906090100","서대문구","0.031","0.017","1","0.004","40","29"
"201906090200","서대문구","0.021","0.032","0.9","0.004","66","54"
"201906090300","서대문구","0.008","0.046","0.8","0.004","57","45"
"201906090400","서대문구","0.005","0.046","0.7","0.003","44","39"
"201906090500","서대문구","0.009","0.036","0.8","0.004","55","48"
"201906090600","서대문구","0.008","0.031","0.8","0.003","48","43"
"201906090700","서대문구","0.016","0.025","0.8","0.003","42","42"
"201906090800","서대문구","0.018","0.031","0.8","0.004","53","50"
"201906090900","서대문구","0.019","0.038","0.8","0.005","65","56"
"201906091000","서대문구","0.02","0.045","0.8","0.006","61","58"
"201906091100","서대문구","0.018","0.058","0.8","0.007","46","43"
"201906091200","서대문구","0.017","0.068","0.8","0.007","49","37"
"201906091300","서대문구","0.015","0.075","0.8","0.006","51","40"
"201906091400","서대문구","0.014","0.076","0.7","0.006","43","36"
"201906091500","서대문구","0.012","0.078","0.7","0.005","37","31"
"201906091600","서대문구","0.013","0.074","0.7","0.004","44","33"
"201906091700","서대문구","0.012","0.068","0.7","0.003","33","25"
"201906091800","서대문구","0.01","0.065","0.7","0.003","33","25"
"201906091900","서대문구","0.009","0.056","0.7","0.003","25","22"
"201906022000","서초구","0.019","0.07","0.4","0.003","41","20"
"201906022100","서초구","0.021","0.063","0.3","0.003","36","20"
"201906022200","서초구","0.031","0.046","0.3","0.003","36","17"
"201906022300","서초구","0.025","0.047","0.3","0.003","28","16"
"201906030000","서초구","0.019","0.049","0.7","0.003","28","15"
"201906030100","서초구","0.026","0.038","0.4","0.003","22","16"
"201906030200","서초구","0.033","0.024","0.3","0.003","24","16"
"201906030300","서초구","0.027","0.025","0.3","0.003","24","17"
"201906030400","서초구","0.037","0.014","0.4","0.003","27","23"
"201906030500","서초구","0.04","0.011","0.4","0.003","27","24"
"201906030600","서초구","0.043","0.008","0.4","0.003","29","18"
"201906030700","서초구","0.049","0.008","0.5","0.004","26","25"
"201906030800","서초구","0.05","0.01","0.5","0.004","43","29"
"201906030900","서초구","0.043","0.023","0.5","0.004","43","26"
"201906031000","서초구","0.031","0.039","0.5","0.003","45","24"
"201906031100","서초구","0.033","0.045","0.4","0.004","52","25"
"201906031200","서초구","0.031","0.054","0.4","0.003","53","24"
"201906031300","서초구","0.024","0.065","0.5","0.004","60","28"
"201906031400","서초구","0.011","0.068","0.3","0.003","60","23"
"201906031500","서초구","0.012","0.072","0.3","0.003","40","23"
"201906031600","서초구","0.016","0.082","0.3","0.003","40","26"
"201906031700","서초구","0.019","0.087","0.3","0.003","55","27"
"201906031800","서초구","0.021","0.094","0.4","0.003","56","33"
"201906031900","서초구","0.024","0.097","0.3","0.003","61","29"
"201906032000","서초구","0.025","0.087","0.3","0.003","55","34"
"201906032100","서초구","0.034","0.066","0.4","0.003","55","34"
"201906032200","서초구","0.035","0.049","0.5","0.003","58","35"
"201906032300","서초구","0.034","0.032","0.6","0.003","58","35"
"201906040000","서초구","0.024","0.04","0.4","0.003","33","21"
"201906040100","서초구","0.016","0.047","0.4","0.003","28","20"
"201906040200","서초구","0.022","0.036","0.4","0.003","30","21"
"201906040300","서초구","0.026","0.025","0.4","0.003","31","25"
"201906040400","서초구","0.027","0.025","0.4","0.003","31","27"
"201906040500","서초구","0.028","0.022","0.4","0.003","38","29"
"201906040600","서초구","0.03","0.027","0.5","0.003","39","30"
"201906040700","서초구","0.034","0.03","0.5","0.004","36","26"
"201906040800","서초구","0.03","0.033","0.4","0.004","23","21"
"201906040900","서초구","0.031","0.029","0.4","0.004","23","21"
"201906041000","서초구","0.024","0.036","0.4","0.004","26","20"
"201906041100","서초구","0.024","0.04","0.3","0.004","35","21"
"201906041200","서초구","0.018","0.055","0.2","0.004","45","23"
"201906041300","서초구","0.012","0.055","0.3","0.003","22","19"
"201906041400","서초구","0.013","0.055","0.3","0.004","22","20"
"201906041500","서초구","0.013","0.048","0.2","0.004","36","20"
"201906041600","서초구","0.016","0.044","0.2","0.004","36","23"
"201906041700","서초구","0.017","0.04","0.2","0.004","33","23"
"201906041800","서초구","0.019","0.036","0.2","0.003","37","24"
"201906041900","서초구","0.017","0.03","0.2","0.003","24","22"
"201906042000","서초구","0.02","0.025","0.2","0.003","27","22"
"201906042100","서초구","0.019","0.025","0.2","0.003","27","20"
"201906042200","서초구","0.021","0.023","0.3","0.003","25","22"
"201906042300","서초구","0.023","0.021","0.3","0.003","25","23"
"201906050000","서초구","0.018","0.028","0.3","0.003","27","23"
"201906050100","서초구","0.018","0.03","0.4","0.003","",""
"201906050200","서초구","0.015","0.033","0.4","0.003","44",""
"201906050300","서초구","0.015","0.031","0.4","0.003","46",""
"201906050400","서초구","0.015","0.032","0.5","0.003","46","31"
"201906050500","서초구","0.011","0.033","0.3","0.003","","44"
"201906050600","서초구","0.011","0.03","0.3","0.003","49","44"
"201906050700","서초구","0.016","0.027","0.3","0.003","52","48"
"201906050800","서초구","0.021","0.022","0.3","0.003","57","53"
"201906050900","서초구","0.027","0.02","0.4","0.003","57","53"
"201906051000","서초구","0.029","0.024","0.4","0.003","67","59"
"201906051100","서초구","0.034","0.028","0.5","0.003","77","56"
"201906051200","서초구","0.038","0.033","0.5","0.003","80","56"
"201906051300","서초구","0.04","0.044","0.4","0.003","83","60"
"201906051400","서초구","0.041","0.064","0.4","0.003","83","69"
"201906051500","서초구","0.041","0.065","0.4","0.003","100","69"
"201906051600","서초구","0.034","0.07","0.5","0.003","100","66"
"201906051700","서초구","0.031","0.075","0.5","0.003","81","66"
"201906051800","서초구","0.032","0.076","0.4","0.003","74","53"
"201906051900","서초구","0.036","0.073","0.5","0.003","84","58"
"201906052000","서초구","0.037","0.065","0.6","0.003","84","66"
"201906052100","서초구","0.044","0.044","0.5","0.003","81","48"
"201906052200","서초구","0.047","0.029","0.5","0.003","65","42"
"201906052300","서초구","0.049","0.01","0.4","0.003","35","31"
"201906060000","서초구","0.048","0.009","0.5","0.003","35","31"
"201906060100","서초구","0.024","0.03","0.4","0.003","42","33"
"201906060200","서초구","0.02","0.027","0.5","0.003","33","30"
"201906060300","서초구","0.02","0.024","0.5","0.003","36","33"
"201906060400","서초구","0.019","0.021","0.5","0.003","40","39"
"201906060500","서초구","0.022","0.015","0.5","0.003","40","39"
"201906060600","서초구","0.03","0.007","0.5","0.003","52","42"
"201906060700","서초구","0.032","0.009","0.5","0.003","","49"
"201906060800","서초구","0.04","0.009","0.6","0.003","64","54"
"201906060900","서초구","0.041","0.02","0.5","0.003","64","54"
"201906061000","서초구","0.038","0.031","0.5","0.003","86","67"
"201906061100","서초구","0.053","0.021","0.6","0.003","86","65"
"201906061200","서초구","0.046","0.029","0.5","0.003","78","61"
"201906061300","서초구","0.035","0.04","0.5","0.003","78","61"
"201906061400","서초구","0.044","0.037","0.5","0.003","78","66"
"201906061500","서초구","0.054","0.032","0.6","0.003","91","66"
"201906061600","서초구","0.057","0.014","0.6","0.003","91","63"
"201906061700","서초구","0.061","0.011","0.6","0.003","94","73"
"201906061800","서초구","0.063","0.014","0.7","0.003","85","73"
"201906061900","서초구","0.042","0.03","0.6","0.003","102","71"
"201906062000","서초구","0.028","0.044","0.5","0.003","66","59"
"201906062100","서초구","0.016","0.057","0.3","0.003","66","38"
"201906062200","서초구","0.016","0.047","0.4","0.003","46","38"
"201906062300","서초구","0.015","0.044","0.4","0.003","46","39"
"201906070000","서초구","0.012","0.049","0.3","0.003","","33"
"201906070100","서초구","0.009","0.057","0.3","0.003","29","24"
"201906070200","서초구","0.007","0.058","0.3","0.003","21","21"
"201906070300","서초구","0.005","0.058","0.2","0.003","","21"
"201906070400","서초구","0.006","0.06","0.2","0.003","","20"
"201906070500","서초구","0.007","0.063","0.2","0.003","14","11"
"201906070600","서초구","0.009","0.061","0.2","0.003","","12"
"201906070700","서초구","0.018","0.053","0.3","0.003","","10"
"201906070800","서초구","0.028","0.045","0.3","0.003","","11"
"201906070900","서초구","0.035","0.04","0.3","0.003","18","11"
"201906071000","서초구","0.034","0.039","0.3","0.003","16","14"
"201906071100","서초구","0.03","0.039","0.4","0.003","","17"
"201906071200","서초구","0.028","0.042","0.3","0.003","","17"
"201906071300","서초구","0.02","0.049","0.3","0.003","","17"
"201906071400","서초구","0.018","0.052","0.3","0.003","","17"
"201906071500","서초구","0.018","0.053","0.2","0.003","","17"
"201906071600","서초구","0.021","0.048","0.3","0.003","22","15"
"201906071700","서초구","0.018","0.05","0.2","0.003","","11"
"201906071800","서초구","0.015","0.055","0.2","0.003","","11"
"201906071900","서초구","0.014","0.057","0.2","0.003","13","11"
"201906072000","서초구","0.012","0.061","0.2","0.003","17","13"
"201906072100","서초구","0.012","0.06","0.3","0.003","11","13"
"201906072200","서초구","0.019","0.049","0.3","0.003","11","13"
"201906072300","서초구","0.016","0.048","0.3","0.003","13",""
"201906080000","서초구","0.014","0.047","0.3","0.003","13","13"
"201906080100","서초구","0.031","0.027","0.4","0.003","20","14"
"201906080200","서초구","0.027","0.028","0.4","0.003","20","14"
"201906080300","서초구","0.022","0.028","0.4","0.003","","16"
"201906080400","서초구","0.025","0.023","0.4","0.003","22","22"
"201906080500","서초구","0.018","0.032","0.3","0.003","16","16"
"201906080600","서초구","0.016","0.037","0.3","0.003","","22"
"201906080700","서초구","0.026","0.03","0.3","0.003","19","19"
"201906080800","서초구","0.016","0.04","0.2","0.003","23","12"
"201906080900","서초구","0.02","0.038","0.3","0.003","23","16"
"201906081000","서초구","0.026","0.036","0.3","0.003","24","19"
"201906081100","서초구","0.026","0.039","0.3","0.003","30","19"
"201906081200","서초구","0.025","0.044","0.3","0.003","37","16"
"201906081300","서초구","0.022","0.052","0.3","0.003","37","17"
"201906081400","서초구","0.023","0.055","0.3","0.003","25","19"
"201906081500","서초구","0.025","0.068","0.3","0.003","31","19"
"201906081600","서초구","0.03","0.081","0.4","0.003","",""
"201906081700","서초구","0.026","0.084","0.3","0.003","60",""
"201906081800","서초구","0.024","0.072","0.4","0.003","60","32"
"201906081900","서초구","0.024","0.064","0.4","0.003","39","30"
"201906082000","서초구","0.023","0.059","0.3","0.003","41","15"
"201906082100","서초구","0.03","0.047","0.4","0.003","23","20"
"201906082200","서초구","0.031","0.038","0.4","0.003","",""
"201906082300","서초구","0.031","0.037","0.4","0.003","40","28"
"201906090000","서초구","0.049","0.016","0.5","0.003","34","27"
"201906090100","서초구","0.046","0.016","0.6","0.003","38","35"
"201906090200","서초구","0.028","0.031","0.5","0.003","54","52"
"201906090300","서초구","0.013","0.05","0.4","0.003","","60"
"201906090400","서초구","0.01","0.054","0.4","0.003","61","59"
"201906090500","서초구","0.011","0.043","0.4","0.003","64","60"
"201906090600","서초구","0.014","0.033","0.4","0.003","71","63"
"201906090700","서초구","0.018","0.03","0.4","0.003","72","67"
"201906090800","서초구","0.02","0.031","0.4","0.003","72","61"
"201906090900","서초구","0.017","0.048","0.4","0.003","48","43"
"201906091000","서초구","0.018","0.055","0.4","0.004","48","43"
"201906091100","서초구","0.016","0.061","0.4","0.004","45","39"
"201906091200","서초구","0.016","0.069","0.3","0.004","40","31"
"201906091300","서초구","0.018","0.073","0.4","0.003","","43"
"201906091400","서초구","0.018","0.075","0.4","0.004","","47"
"201906091500","서초구","0.018","0.078","0.4","0.004","","47"
"201906091600","서초구","0.016","0.078","0.3","0.003","46","41"
"201906091700","서초구","0.015","0.073","0.3","0.004","46","42"
"201906091800","서초구","0.015","0.063","0.3","0.003","48","42"
"201906091900","서초구","0.014","0.057","0.3","0.003","33","29"
"201906022000","성동구","0.02","0.075","0.3","0.003","33","13"
"201906022100","성동구","0.027","0.066","0.4","0.003","27","15"
"201906022200","성동구","0.027","0.06","0.4","0.003","29","14"
"201906022300","성동구","0.03","0.051","0.4","0.003","25","15"
"201906030000","성동구","0.033","0.037","0.4","0.002","31","13"
"201906030100","성동구","0.031","0.039","0.4","0.002","25","10"
"201906030200","성동구","0.027","0.04","0.4","0.002","27","16"
"201906030300","성동구","0.031","0.032","0.4","0.003","28","16"
"201906030400","성동구","0.037","0.022","0.4","0.003","31","20"
"201906030500","성동구","0.036","0.021","0.4","0.003","34","23"
"201906030600","성동구","0.04","0.018","0.4","0.003","29","17"
"201906030700","성동구","0.043","0.016","0.5","0.003","27","19"
"201906030800","성동구","0.05","0.011","0.5","0.003","37","23"
"201906030900","성동구","0.051","0.019","0.6","0.003","42","24"
"201906031000","성동구","0.047","0.033","0.6","0.004","45","19"
"201906031100","성동구","0.044","0.045","0.6","0.005","43","24"
"201906031200","성동구","0.044","0.053","0.6","0.004","52","25"
"201906031300","성동구","0.027","0.071","0.4","0.005","75","21"
"201906031400","성동구","0.013","0.073","0.3","0.004","42","17"
"201906031500","성동구","0.013","0.076","0.3","0.004","34","14"
"201906031600","성동구","0.02","0.085","0.4","0.003","40","19"
"201906031700","성동구","0.022","0.097","0.4","0.004","46","21"
"201906031800","성동구","0.029","0.102","0.4","0.004","46","27"
"201906031900","성동구","0.038","0.099","0.5","0.004","57","30"
"201906032000","성동구","0.042","0.084","0.5","0.004","56","26"
"201906032100","성동구","0.044","0.073","0.5","0.003","55","29"
"201906032200","성동구","0.055","0.044","0.6","0.005","59","24"
"201906032300","성동구","0.029","0.045","0.4","0.005","33","18"
"201906040000","성동구","0.027","0.044","0.4","0.004","24","14"
"201906040100","성동구","0.026","0.042","0.4","0.003","32","16"
"201906040200","성동구","0.029","0.035","0.6","0.003","28","19"
"201906040300","성동구","0.03","0.032","0.6","0.003","27","24"
"201906040400","성동구","0.025","0.037","0.4","0.003","26","20"
"201906040500","성동구","0.028","0.03","0.5","0.003","34","22"
"201906040600","성동구","0.046","0.013","0.6","0.004","39","25"
"201906040700","성동구","0.048","0.016","0.6","0.004","38","26"
"201906040800","성동구","0.045","0.026","0.6","0.005","31","23"
"201906040900","성동구","0.041","0.032","0.5","0.006","31","20"
"201906041000","성동구","0.032","0.038","0.5","0.005","18","13"
"201906041100","성동구","0.031","0.04","0.4","0.005","28","12"
"201906041200","성동구","0.029","0.053","0.3","0.004","35","14"
"201906041300","성동구","0.02","0.063","0.3","0.004","27","10"
"201906041400","성동구","0.018","0.057","0.3","0.004","26","11"
"201906041500","성동구","0.019","0.051","0.3","0.003","29","11"
"201906041600","성동구","0.02","0.047","0.3","0.003","36","15"
"201906041700","성동구","0.025","0.038","0.3","0.003","31","17"
"201906041800","성동구","0.025","0.036","0.3","0.004","33","18"
"201906041900","성동구","0.028","0.028","0.3","0.004","29","18"
"201906042000","성동구","0.028","0.022","0.3","0.003","22","14"
"201906042100","성동구","0.031","0.019","0.3","0.003","23","17"
"201906042200","성동구","0.031","0.019","0.4","0.002","21","17"
"201906042300","성동구","0.033","0.016","0.5","0.003","","29"
"201906050000","성동구","0.024","0.024","0.4","0.003","39","32"
"201906050100","성동구","0.016","0.033","0.4","0.002","45","34"
"201906050200","성동구","0.013","0.037","0.4","0.002","44","35"
"201906050300","성동구","0.015","0.032","0.4","0.002","54","47"
"201906050400","성동구","0.016","0.028","0.4","0.002","45","37"
"201906050500","성동구","0.014","0.03","0.4","0.002","49","42"
"201906050600","성동구","0.02","0.025","0.4","0.002","53","42"
"201906050700","성동구","0.024","0.02","0.4","0.002","59","49"
"201906050800","성동구","0.026","0.017","0.4","0.002","65","51"
"201906050900","성동구","0.029","0.017","0.4","0.003","73","60"
"201906051000","성동구","0.034","0.02","0.5","0.003","79","62"
"201906051100","성동구","0.039","0.025","0.5","0.003","79","61"
"201906051200","성동구","0.042","0.034","0.6","0.003","69","57"
"201906051300","성동구","0.047","0.045","0.5","0.003","63","46"
"201906051400","성동구","0.048","0.066","0.5","0.003","81","52"
"201906051500","성동구","0.055","0.081","0.6","0.005","104","69"
"201906051600","성동구","0.051","0.075","0.6","0.006","91","63"
"201906051700","성동구","0.051","0.074","0.7","0.006","82","61"
"201906051800","성동구","0.057","0.062","0.6","0.005","63","45"
"201906051900","성동구","0.065","0.052","0.6","0.004","65","50"
"201906052000","성동구","0.068","0.051","0.7","0.004","70","52"
"201906052100","성동구","0.06","0.046","0.7","0.005","78","55"
"201906052200","성동구","0.05","0.041","0.6","0.004","67","48"
"201906052300","성동구","0.064","0.008","0.6","0.005","55","34"
"201906060000","성동구","0.062","0.004","0.7","0.004","44","32"
"201906060100","성동구","0.042","0.02","0.6","0.003","50","34"
"201906060200","성동구","0.025","0.025","0.4","0.003","39","31"
"201906060300","성동구","0.021","0.025","0.4","0.003","41","36"
"201906060400","성동구","0.025","0.022","0.5","0.003","54","36"
"201906060500","성동구","0.028","0.016","0.5","0.003","47","39"
"201906060600","성동구","0.035","0.009","0.6","0.003","53","48"
"201906060700","성동구","0.043","0.007","0.6","0.003","60","50"
"201906060800","성동구","0.044","0.012","0.6","0.003","78","62"
"201906060900","성동구","0.055","0.01","0.7","0.004","81","61"
"201906061000","성동구","0.06","0.014","0.7","0.004","88","66"
"201906061100","성동구","0.067","0.013","0.8","0.005","99","71"
"201906061200","성동구","0.062","0.021","0.7","0.005","103","68"
"201906061300","성동구","0.059","0.027","0.7","0.005","96","70"
"201906061400","성동구","0.056","0.037","0.7","0.006","106","70"
"201906061500","성동구","0.046","0.045","0.7","0.006","97","68"
"201906061600","성동구","0.053","0.036","0.7","0.005","102","71"
"201906061700","성동구","0.058","0.032","0.7","0.005","98","68"
"201906061800","성동구","0.042","0.041","0.7","0.005","79","64"
"201906061900","성동구","0.032","0.052","0.6","0.005","87","70"
"201906062000","성동구","0.019","0.062","0.5","0.004","72","51"
"201906062100","성동구","0.012","0.067","0.4","0.003","40","33"
"201906062200","성동구","0.014","0.059","0.5","0.004","43","31"
"201906062300","성동구","0.01","0.057","0.4","0.003","39","33"
"201906070000","성동구","0.008","0.064","0.3","0.003","27","17"
"201906070100","성동구","0.007","0.067","0.3","0.003","23","20"
"201906070200","성동구","0.006","0.067","0.3","0.003","24","14"
"201906070300","성동구","0.006","0.066","0.3","0.002","17","16"
"201906070400","성동구","0.007","0.066","0.3","0.003","13","12"
"201906070500","성동구","0.008","0.068","0.3","0.003","11","9"
"201906070600","성동구","0.012","0.064","0.4","0.003","9","7"
"201906070700","성동구","0.015","0.063","0.4","0.003","9","6"
"201906070800","성동구","0.018","0.061","0.5","0.004","8","6"
"201906070900","성동구","0.018","0.061","0.5","0.005","7","5"
"201906071000","성동구","0.028","0.05","0.4","0.004","15","9"
"201906071100","성동구","0.029","0.044","0.4","0.004","18","10"
"201906071200","성동구","0.018","0.057","0.4","0.004","18","10"
"201906071300","성동구","0.016","0.058","0.3","0.004","9","10"
"201906071400","성동구","0.012","0.062","0.3","0.004","16","8"
"201906071500","성동구","0.014","0.062","0.4","0.005","15","9"
"201906071600","성동구","0.013","0.06","0.3","0.004","18","5"
"201906071700","성동구","0.011","0.062","0.3","0.004","18","5"
"201906071800","성동구","0.012","0.062","0.3","0.004","9","6"
"201906071900","성동구","0.011","0.064","0.3","0.003","5","4"
"201906072000","성동구","0.011","0.068","0.3","0.003","15","5"
"201906072100","성동구","0.015","0.061","0.3","0.003","11","9"
"201906072200","성동구","0.017","0.055","0.3","0.003","9","10"
"201906072300","성동구","0.012","0.056","0.3","0.003","14","8"
"201906080000","성동구","0.014","0.051","0.3","0.003","12","10"
"201906080100","성동구","0.021","0.038","0.4","0.003","14","12"
"201906080200","성동구","0.019","0.037","0.3","0.003","16","12"
"201906080300","성동구","0.015","0.042","0.3","0.004","17","13"
"201906080400","성동구","0.014","0.041","0.3","0.002","17","10"
"201906080500","성동구","0.017","0.034","0.3","0.003","16","13"
"201906080600","성동구","0.02","0.032","0.3","0.003","18","14"
"201906080700","성동구","0.021","0.032","0.3","0.004","17","9"
"201906080800","성동구","0.019","0.04","0.3","0.003","21","11"
"201906080900","성동구","0.014","0.047","0.3","0.003","22","14"
"201906081000","성동구","0.018","0.045","0.3","0.003","24","11"
"201906081100","성동구","0.019","0.051","0.3","0.003","23","15"
"201906081200","성동구","0.023","0.051","0.3","0.003","17","13"
"201906081300","성동구","0.019","0.06","0.3","0.003","19","9"
"201906081400","성동구","0.024","0.059","0.3","0.003","23","17"
"201906081500","성동구","0.022","0.068","0.3","0.003","25","14"
"201906081600","성동구","0.032","0.071","0.4","0.003","38","21"
"201906081700","성동구","0.037","0.077","0.4","0.004","52","38"
"201906081800","성동구","0.031","0.082","0.4","0.004","51","30"
"201906081900","성동구","0.028","0.074","0.5","0.005","38","30"
"201906082000","성동구","0.028","0.059","0.5","0.005","29","13"
"201906082100","성동구","0.027","0.056","0.4","0.004","14","10"
"201906082200","성동구","0.036","0.046","0.5","0.004","19","17"
"201906082300","성동구","0.042","0.034","0.6","0.004","25","20"
"201906090000","성동구","0.056","0.021","0.7","0.004","33","25"
"201906090100","성동구","0.068","0.008","0.8","0.003","41","34"
"201906090200","성동구","0.044","0.024","0.6","0.004","49","40"
"201906090300","성동구","0.017","0.049","0.5","0.004","56","52"
"201906090400","성동구","0.014","0.053","0.5","0.004","57","50"
"201906090500","성동구","0.013","0.054","0.5","0.004","62","51"
"201906090600","성동구","0.014","0.049","0.5","0.004","63","52"
"201906090700","성동구","0.025","0.037","0.5","0.004","68","58"
"201906090800","성동구","0.025","0.037","0.5","0.004","72","61"
"201906090900","성동구","0.024","0.043","0.5","0.005","77","64"
"201906091000","성동구","0.02","0.057","0.5","0.006","53","47"
"201906091100","성동구","0.02","0.069","0.5","0.006","50","43"
"201906091200","성동구","0.019","0.08","0.4","0.005","42","38"
"201906091300","성동구","0.018","0.092","0.4","0.005","40","34"
"201906091400","성동구","0.02","0.096","0.4","0.005","44","39"
"201906091500","성동구","0.023","0.092","0.5","0.005","44","35"
"201906091600","성동구","0.026","0.083","0.4","0.004","47","36"
"201906091700","성동구","0.02","0.077","0.4","0.003","42","27"
"201906091800","성동구","0.02","0.075","0.4","0.003","36","30"
"201906091900","성동구","0.017","0.067","0.4","0.003","33","29"
"201906022000","성북구","0.02","0.062","0.6","0.003","38","13"
"201906022100","성북구","0.022","0.057","0.6","0.003","","20"
"201906022200","성북구","0.025","0.049","0.6","0.003","34","20"
"201906022300","성북구","0.028","0.042","0.6","0.003","32","18"
"201906030000","성북구","0.041","0.028","0.7","0.003","32","16"
"201906030100","성북구","0.034","0.031","0.7","0.003","35","21"
"201906030200","성북구","0.021","0.038","0.6","0.003","35","18"
"201906030300","성북구","0.028","0.027","0.7","0.003","32","18"
"201906030400","성북구","0.031","0.023","0.7","0.003","33","16"
"201906030500","성북구","0.024","0.029","0.7","0.003","31","19"
"201906030600","성북구","0.031","0.022","0.7","0.003","33","18"
"201906030700","성북구","0.041","0.014","0.8","0.003","42","21"
"201906030800","성북구","0.048","0.014","0.8","0.003","55","21"
"201906030900","성북구","0.052","0.016","0.9","0.003","55","24"
"201906031000","성북구","0.051","0.025","0.9","0.004","58","26"
"201906031100","성북구","0.053","0.033","0.9","0.004","59","22"
"201906031200","성북구","0.047","0.038","0.8","0.004","64","31"
"201906031300","성북구","0.039","0.048","0.7","0.004","70","30"
"201906031400","성북구","0.029","0.044","0.6","0.003","55","16"
"201906031500","성북구","0.02","0.052","0.6","0.003","55","14"
"201906031600","성북구","0.026","0.061","0.6","0.003","38","19"
"201906031700","성북구","0.035","0.065","0.7","0.003","59","19"
"201906031800","성북구","0.042","0.066","0.7","0.003","59","26"
"201906031900","성북구","0.04","0.068","0.8","0.004","57","28"
"201906032000","성북구","0.036","0.067","0.9","0.003","57","30"
"201906032100","성북구","0.044","0.042","0.8","0.004","59","30"
"201906032200","성북구","0.047","0.033","0.8","0.006","55","30"
"201906032300","성북구","0.028","0.04","0.7","0.004","55","15"
"201906040000","성북구","0.023","0.041","0.7","0.004","30","15"
"201906040100","성북구","0.019","0.04","0.7","0.003","30","17"
"201906040200","성북구","0.017","0.041","0.7","0.003","31","21"
"201906040300","성북구","0.015","0.041","0.6","0.003","29","16"
"201906040400","성북구","0.013","0.047","0.6","0.003","27","17"
"201906040500","성북구","0.018","0.033","0.7","0.003","28","17"
"201906040600","성북구","0.033","0.016","0.9","0.003","33","21"
"201906040700","성북구","0.04","0.013","0.8","0.003","37","21"
"201906040800","성북구","0.049","0.016","0.9","0.005","46","27"
"201906040900","성북구","0.039","0.024","0.8","0.005","32","18"
"201906041000","성북구","0.036","0.027","0.8","0.006","37","21"
"201906041100","성북구","0.034","0.03","0.7","0.005","33","13"
"201906041200","성북구","0.031","0.04","0.6","0.004","46","18"
"201906041300","성북구","0.025","0.048","0.7","0.005","42","12"
"201906041400","성북구","","","","","",""
"201906041500","성북구","0.029","0.031","0.6","0.003","54","17"
"201906041600","성북구","0.039","0.033","0.6","0.004","46",""
"201906041700","성북구","0.034","0.033","0.6","0.004","",""
"201906041800","성북구","0.024","0.031","0.6","0.003","29","20"
"201906041900","성북구","0.026","0.025","0.6","0.003","29","20"
"201906042000","성북구","0.034","0.017","0.6","0.003","28","24"
"201906042100","성북구","0.032","0.016","0.7","0.003","","24"
"201906042200","성북구","0.026","0.018","0.7","0.003","26","24"
