"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201906032200","중구","0.047","0.04","0.5","0.006","38","23"
"201906032300","중구","0.021","0.049","0.4","0.004","26","16"
"201906040000","중구","0.023","0.044","0.4","0.003","19","13"
"201906040100","중구","0.018","0.048","0.4","0.004","20","13"
"201906040200","중구","0.016","0.049","0.4","0.003","20","15"
"201906040300","중구","0.021","0.041","0.4","0.003","19","16"
"201906040400","중구","0.017","0.043","0.4","0.003","22","17"
"201906040500","중구","0.021","0.038","0.4","0.003","19","18"
"201906040600","중구","0.036","0.028","0.5","0.003","21","17"
"201906040700","중구","0.055","0.009","0.6","0.003","25","18"
"201906040800","중구","0.054","0.017","0.7","0.005","25","17"
"201906040900","중구","0.031","0.035","0.5","0.005","20","15"
"201906041000","중구","0.033","0.033","0.7","0.006","17","10"
"201906041100","중구","0.036","0.035","0.5","0.005","18","11"
"201906041200","중구","0.032","0.047","0.4","0.004","22","14"
"201906041300","중구","0.022","0.058","0.5","0.005","25","18"
"201906041400","중구","0.017","0.047","0.3","0.004","20","13"
"201906041500","중구","0.021","0.043","0.5","0.003","19","11"
"201906041600","중구","0.021","0.046","0.3","0.004","21","15"
"201906041700","중구","0.023","0.047","0.3","0.004","31","22"
"201906041800","중구","0.023","0.037","0.3","0.004","29","21"
"201906041900","중구","0.027","0.025","0.4","0.003","25","17"
"201906042000","중구","0.037","0.016","0.4","0.003","29","21"
"201906042100","중구","0.032","0.017","0.4","0.003","32","19"
"201906042200","중구","0.024","0.021","0.3","0.003","28","16"
"201906042300","중구","0.018","0.027","0.3","0.002","21","17"
"201906050000","중구","0.015","0.032","0.3","0.002","20","16"
"201906050100","중구","0.009","0.041","0.3","0.002","18","14"
"201906050200","중구","0.008","0.04","0.3","0.002","19","14"
"201906050300","중구","0.01","0.034","0.3","0.002","19","14"
"201906050400","중구","0.009","0.033","0.3","0.002","20","15"
"201906050500","중구","0.011","0.032","0.4","0.002","20","16"
"201906050600","중구","0.015","0.027","0.4","0.002","23","16"
"201906050700","중구","0.021","0.023","0.5","0.002","26","19"
"201906050800","중구","0.025","0.02","0.5","0.002","28","19"
"201906050900","중구","0.03","0.016","0.6","0.003","29","23"
"201906051000","중구","0.026","0.022","0.5","0.002","33","21"
"201906051100","중구","0.038","0.024","0.6","0.003","34","22"
"201906051200","중구","0.045","0.028","0.6","0.003","40","25"
"201906051300","중구","0.043","0.044","0.6","0.003","41","27"
"201906051400","중구","0.045","0.069","0.5","0.004","53","35"
"201906051500","중구","0.041","0.064","0.5","0.005","71","45"
"201906051600","중구","0.035","0.065","0.5","0.005","63","43"
"201906051700","중구","0.035","0.063","0.7","0.005","45","34"
"201906051800","중구","0.04","0.063","0.6","0.005","50","36"
"201906051900","중구","0.048","0.049","0.5","0.004","50","36"
"201906052000","중구","0.064","0.041","0.6","0.004","49","35"
"201906052100","중구","0.059","0.044","0.7","0.005","53","39"
"201906052200","중구","0.049","0.033","0.6","0.005","51","36"
"201906052300","중구","0.043","0.017","0.4","0.004","43","25"
"201906060000","중구","0.028","0.032","0.4","0.003","37","17"
"201906060100","중구","0.023","0.028","0.4","0.003","21","14"
"201906060200","중구","0.015","0.031","0.3","0.003","20","13"
"201906060300","중구","0.014","0.031","0.4","0.003","17","13"
"201906060400","중구","0.016","0.026","0.4","0.003","20","13"
"201906060500","중구","0.022","0.017","0.5","0.003","28","16"
"201906060600","중구","0.025","0.012","0.5","0.003","28","19"
"201906060700","중구","0.033","0.009","0.6","0.003","30","20"
"201906060800","중구","0.037","0.012","0.7","0.003","39","25"
"201906060900","중구","0.048","0.014","0.7","0.004","57","41"
"201906061000","중구","0.058","0.016","0.8","0.004","59","41"
"201906061100","중구","0.07","0.019","0.9","0.004","62","44"
"201906061200","중구","0.067","0.024","0.9","0.005","62","42"
"201906061300","중구","0.065","0.029","0.9","0.005","65","44"
"201906061400","중구","0.056","0.039","0.7","0.005","60","40"
"201906061500","중구","0.061","0.034","0.8","0.004","63","43"
"201906061600","중구","0.056","0.023","0.7","0.003","73","46"
"201906061700","중구","0.062","0.018","0.8","0.003","70","45"
"201906061800","중구","0.052","0.033","0.7","0.003","63","43"
"201906061900","중구","0.037","0.043","0.6","0.003","65","48"
"201906062000","중구","0.04","0.044","0.7","0.003","62","43"
"201906062100","중구","0.029","0.048","0.6","0.003","53","37"
"201906062200","중구","0.023","0.05","0.5","0.003","38","29"
"201906062300","중구","0.019","0.051","0.4","0.002","33","24"
"201906070000","중구","0.018","0.05","0.4","0.003","28","21"
"201906070100","중구","0.016","0.055","0.4","0.003","23","19"
"201906070200","중구","0.01","0.059","0.3","0.002","24","17"
"201906070300","중구","0.008","0.06","0.3","0.003","22","16"
"201906070400","중구","0.006","0.065","0.3","0.003","17","12"
"201906070500","중구","0.007","0.067","0.3","0.002","11","8"
"201906070600","중구","0.013","0.059","0.3","0.002","8","6"
"201906070700","중구","0.021","0.051","0.3","0.003","6","8"
"201906070800","중구","0.03","0.046","0.4","0.002","7","5"
"201906070900","중구","0.033","0.045","0.4","0.003","8","6"
"201906071000","중구","0.035","0.04","0.6","0.002","7","4"
"201906071100","중구","0.018","0.053","0.6","0.002","6","4"
"201906071200","중구","0.022","0.05","0.5","0.003","8","5"
"201906071300","중구","0.019","0.052","0.5","0.002","7","5"
"201906071400","중구","0.018","0.054","0.5","0.002","7","4"
"201906071500","중구","0.021","0.053","0.5","0.003","5","5"
"201906071600","중구","0.022","0.052","0.5","0.003","7","4"
"201906071700","중구","0.017","0.056","0.5","0.003","7","3"
"201906071800","중구","0.016","0.057","0.4","0.002","10","3"
"201906071900","중구","0.022","0.054","0.4","0.002","8","4"
"201906072000","중구","0.024","0.056","0.4","0.003","11","7"
"201906072100","중구","0.024","0.053","0.4","0.002","12","11"
"201906072200","중구","0.016","0.054","0.4","0.002","12","7"
"201906072300","중구","0.018","0.05","0.4","0.002","9","7"
"201906080000","중구","0.016","0.051","0.4","0.002","12","8"
"201906080100","중구","0.023","0.041","0.4","0.002","16","10"
"201906080200","중구","0.017","0.045","0.4","0.002","15","10"
"201906080300","중구","0.016","0.04","0.4","0.002","15","10"
"201906080400","중구","0.021","0.032","0.5","0.003","16","11"
"201906080500","중구","0.016","0.039","0.4","0.002","17","12"
"201906080600","중구","0.019","0.035","0.4","0.002","16","11"
"201906080700","중구","0.028","0.025","0.4","0.002","15","10"
"201906080800","중구","0.03","0.027","0.4","0.002","16","11"
"201906080900","중구","0.024","0.039","0.3","0.002","17","10"
"201906081000","중구","0.026","0.041","0.4","0.003","16","10"
"201906081100","중구","0.018","0.053","0.4","0.003","18","12"
"201906081200","중구","0.027","0.051","0.4","0.003","20","10"
"201906081300","중구","0.03","0.051","0.4","0.003","21","13"
"201906081400","중구","0.026","0.056","0.4","0.003","19","12"
"201906081500","중구","0.028","0.063","0.4","0.003","19","13"
"201906081600","중구","0.03","0.075","0.4","0.004","32","19"
"201906081700","중구","0.028","0.085","0.4","0.004","37","23"
"201906081800","중구","0.024","0.086","0.4","0.005","35","22"
"201906081900","중구","0.021","0.07","0.5","0.006","23","16"
"201906082000","중구","0.02","0.067","0.4","0.005","17","12"
"201906082100","중구","0.028","0.058","0.5","0.004","16","13"
"201906082200","중구","0.03","0.052","0.5","0.004","21","16"
"201906082300","중구","0.031","0.047","0.5","0.004","25","16"
"201906090000","중구","0.05","0.022","0.7","0.004","27","19"
"201906090100","중구","0.057","0.016","0.7","0.004","28","21"
"201906090200","중구","0.029","0.036","0.6","0.004","35","25"
"201906090300","중구","0.016","0.046","0.5","0.004","41","30"
"201906090400","중구","0.015","0.045","0.5","0.003","40","26"
"201906090500","중구","0.013","0.047","0.5","0.003","39","28"
"201906090600","중구","0.014","0.042","0.5","0.003","35","27"
"201906090700","중구","0.02","0.034","0.5","0.003","33","24"
"201906090800","중구","0.026","0.035","0.5","0.004","36","26"
"201906090900","중구","0.03","0.035","0.5","0.004","36","27"
"201906091000","중구","0.021","0.057","0.5","0.006","29","21"
"201906091100","중구","0.017","0.069","0.5","0.006","23","16"
"201906091200","중구","0.018","0.072","0.5","0.005","25","19"
"201906091300","중구","0.018","0.078","0.5","0.005","24","22"
"201906091400","중구","0.018","0.084","0.5","0.005","30","24"
"201906091500","중구","0.015","0.084","0.4","0.004","26","24"
"201906091600","중구","0.015","0.081","0.4","0.004","26","21"
"201906091700","중구","0.016","0.072","0.4","0.003","26","20"
"201906091800","중구","0.015","0.071","0.4","0.003","23","18"
"201906091900","중구","0.016","0.057","0.4","0.003","26","15"
"201906022000","중랑구","0.014","0.067","0.3","0.005","26","14"
"201906022100","중랑구","0.016","0.062","0.4","0.005","27","18"
"201906022200","중랑구","0.022","0.049","0.4","0.005","26","21"
"201906022300","중랑구","0.021","0.042","0.3","0.004","28","19"
"201906030000","중랑구","0.026","0.035","0.4","0.005","26","20"
"201906030100","중랑구","0.022","0.036","0.4","0.005","24","19"
"201906030200","중랑구","0.015","0.041","0.4","0.004","25","19"
"201906030300","중랑구","0.01","0.053","0.3","0.005","22","19"
"201906030400","중랑구","0.014","0.042","0.3","0.005","22","19"
"201906030500","중랑구","0.019","0.028","0.4","0.006","25","20"
"201906030600","중랑구","0.02","0.029","0.3","0.005","25","21"
"201906030700","중랑구","0.024","0.023","0.4","0.005","26","19"
"201906030800","중랑구","0.03","0.02","0.5","0.006","26","18"
"201906030900","중랑구","0.038","0.017","0.5","0.005","37","19"
"201906031000","중랑구","0.038","0.03","0.4","0.007","35","21"
"201906031100","중랑구","0.034","0.044","0.6","0.008","40","22"
"201906031200","중랑구","0.032","0.05","0.5","0.006","40","26"
"201906031300","중랑구","0.019","0.063","0.4","0.005","34","25"
"201906031400","중랑구","0.007","0.07","0.3","0.005","32","21"
"201906031500","중랑구","0.009","0.07","0.3","0.006","25","19"
"201906031600","중랑구","0.015","0.076","0.3","0.006","32","23"
"201906031700","중랑구","0.019","0.083","0.4","0.005","43","33"
"201906031800","중랑구","0.023","0.087","0.4","0.007","39","31"
"201906031900","중랑구","0.026","0.09","0.5","0.006","41","32"
"201906032000","중랑구","0.034","0.073","0.5","0.006","45","34"
"201906032100","중랑구","0.033","0.064","0.6","0.007","46","33"
"201906032200","중랑구","0.038","0.039","0.5","0.007","43","30"
"201906032300","중랑구","0.022","0.043","0.4","0.007","39","28"
"201906040000","중랑구","0.017","0.046","0.4","0.006","22","19"
"201906040100","중랑구","0.019","0.036","0.4","0.006","21","20"
"201906040200","중랑구","0.019","0.03","0.4","0.005","23","19"
"201906040300","중랑구","0.02","0.029","0.5","0.006","26","19"
"201906040400","중랑구","0.013","0.037","0.4","0.006","24","19"
"201906040500","중랑구","0.019","0.031","0.4","0.007","","23"
"201906040600","중랑구","0.028","0.014","0.5","0.006","28","24"
"201906040700","중랑구","0.03","0.015","0.5","0.006","26","23"
"201906040800","중랑구","0.029","0.023","0.5","0.007","26","20"
"201906040900","중랑구","0.034","0.022","0.5","0.006","29","22"
"201906041000","중랑구","0.025","0.03","0.4","0.007","26","17"
"201906041100","중랑구","0.028","0.033","0.4","0.006","21","16"
"201906041200","중랑구","0.02","0.043","0.3","0.006","21","16"
"201906041300","중랑구","0.018","0.057","0.3","0.005","28","18"
"201906041400","중랑구","","","","","",""
"201906041500","중랑구","","","","","",""
"201906041600","중랑구","0.015","0.038","0.3","0.006","","14"
"201906041700","중랑구","0.021","0.042","0.4","0.006","","29"
"201906041800","중랑구","0.018","0.035","0.3","0.007","31","23"
"201906041900","중랑구","0.023","0.025","0.3","0.006","26","21"
"201906042000","중랑구","0.024","0.016","0.4","0.006","22","20"
"201906042100","중랑구","0.031","0.011","0.4","0.007","27","22"
"201906042200","중랑구","0.026","0.014","0.3","0.006","25","23"
"201906042300","중랑구","0.023","0.015","0.4","0.008","24","21"
"201906050000","중랑구","0.014","0.027","0.2","0.007","22","21"
"201906050100","중랑구","0.012","0.031","0.3","0.006","23","20"
"201906050200","중랑구","0.012","0.028","0.3","0.006","21","19"
"201906050300","중랑구","0.013","0.021","0.2","0.006","23","22"
"201906050400","중랑구","0.011","0.017","0.3","0.005","22","18"
"201906050500","중랑구","0.013","0.018","0.4","0.006","22","21"
"201906050600","중랑구","0.019","0.011","0.3","0.005","25","20"
"201906050700","중랑구","0.019","0.013","0.4","0.007","28","24"
"201906050800","중랑구","0.02","0.011","0.3","0.006","33","25"
"201906050900","중랑구","0.02","0.015","0.4","0.005","39","25"
"201906051000","중랑구","0.021","0.018","0.4","0.008","37","26"
"201906051100","중랑구","0.022","0.025","0.5","0.007","39","28"
"201906051200","중랑구","0.028","0.031","0.5","0.006","38","27"
"201906051300","중랑구","0.037","0.037","0.5","0.006","43","33"
"201906051400","중랑구","0.032","0.052","0.5","0.007","38","29"
"201906051500","중랑구","0.035","0.076","0.5","0.007","49",""
"201906051600","중랑구","0.032","0.069","0.5","0.008","66","51"
"201906051700","중랑구","0.027","0.064","0.5","0.007","58","47"
"201906051800","중랑구","0.029","0.06","0.6","0.008","51","42"
"201906051900","중랑구","0.042","0.046","0.6","0.008","50","38"
"201906052000","중랑구","0.051","0.039","0.6","0.009","52","41"
"201906052100","중랑구","0.049","0.04","0.7","0.008","55","45"
"201906052200","중랑구","0.039","0.039","0.6","0.008","58","50"
"201906052300","중랑구","0.047","0.015","0.5","0.007","56","45"
"201906060000","중랑구","0.051","0.004","0.5","0.007","38","28"
"201906060100","중랑구","0.045","0.008","0.6","0.007","32","26"
"201906060200","중랑구","0.026","0.018","0.5","0.007","31","24"
"201906060300","중랑구","0.017","0.022","0.4","0.008","31","20"
"201906060400","중랑구","0.018","0.017","0.4","0.006","32","22"
"201906060500","중랑구","0.022","0.012","0.5","0.006","53","34"
"201906060600","중랑구","0.025","0.009","0.5","0.006","44","29"
"201906060700","중랑구","0.025","0.011","0.6","0.007","41","27"
"201906060800","중랑구","0.028","0.013","0.5","0.007","38","26"
"201906060900","중랑구","0.028","0.02","0.6","0.008","52","34"
"201906061000","중랑구","0.031","0.025","0.5","0.008","57","37"
"201906061100","중랑구","0.039","0.019","0.7","0.007","67","44"
"201906061200","중랑구","0.036","0.026","0.5","0.007","65","39"
"201906061300","중랑구","0.035","0.029","0.6","0.007","71","41"
"201906061400","중랑구","0.033","0.033","0.5","0.007","60","42"
"201906061500","중랑구","0.03","0.037","0.5","0.008","65","44"
"201906061600","중랑구","0.03","0.036","0.6","0.008","61","45"
